NOME;LATITUDE;LONGITUDE;CIDADE;AREA PROPRIEDADE;                            AREA TELHADO;LINKS OSM;LINKS MAPS
UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;-23,5843411;-46,6115764;São Paulo;                              8745,82676931662;1422,5620505482395;https://www.openstreetmap.org/#map=19/-23.5843411/-46.6115764;https://www.google.com.br/maps/@-23.5843411,-46.6115764,18z
HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM;-24,1807027;-46,7836782;Itanhaém;                              3409,8234401159893;1780,1580557672387;https://www.openstreetmap.org/#map=19/-24.1807027/-46.7836782;https://www.google.com.br/maps/@-24.1807027,-46.7836782,18z
HOSPITAL MUNICIPAL DE CONCHAS;-23,0181824;-48,0114406;Conchas;                              13551,976780066976;2849,0801977427586;https://www.openstreetmap.org/#map=19/-23.0181824/-48.0114406;https://www.google.com.br/maps/@-23.0181824,-48.0114406,18z
HOSPITAL MUNICIPAL GUARAPIRANGA;-23,7060399;-46,7419224;São Paulo;                              18211,477975814672;4613,557839120847;https://www.openstreetmap.org/#map=19/-23.7060399/-46.7419224;https://www.google.com.br/maps/@-23.7060399,-46.7419224,18z
CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;-23,5086988;-46,6194592;São Paulo;                              26744,249697585023;10343,62857759407;https://www.openstreetmap.org/#map=19/-23.5086988/-46.6194592;https://www.google.com.br/maps/@-23.5086988,-46.6194592,18z
HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE;-23,0215727;-45,5563493;Taubaté;                              18911,205301363898;8527,538734195356;https://www.openstreetmap.org/#map=19/-23.0215727/-45.5563493;https://www.google.com.br/maps/@-23.0215727,-45.5563493,18z
HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI;-23,5423452;-46,3195298;Suzano;                              24041,22817491074;554,6105161152221;https://www.openstreetmap.org/#map=19/-23.5423452/-46.3195298;https://www.google.com.br/maps/@-23.5423452,-46.3195298,18z
HOSPITAL KATIA DE SOUZA RODRIGUES TAIPAS SAO PAULO;-23,4442178;-46,717927;São Paulo;                              21260,679939600297;2387,0351545868034;https://www.openstreetmap.org/#map=19/-23.4442178/-46.717927;https://www.google.com.br/maps/@-23.4442178,-46.717927,18z
HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;-23,5966745;-46,654271;São Paulo;                              41557,22532309423;17890,499636581597;https://www.openstreetmap.org/#map=19/-23.5966745/-46.654271;https://www.google.com.br/maps/@-23.5966745,-46.654271,18z
HOSP MUN M BOI MIRIM;-23,6922652;-46,7753925;São Paulo;                              5425,454622767253;5425,454622767253;https://www.openstreetmap.org/#map=19/-23.6922652/-46.7753925;https://www.google.com.br/maps/@-23.6922652,-46.7753925,18z
HOSPITAL VITAL BRAZIL SAO PAULO;-23,5651288;-46,7197047;São Paulo;                              701276,7634649435;34600,24928115024;https://www.openstreetmap.org/#map=19/-23.5651288/-46.7197047;https://www.google.com.br/maps/@-23.5651288,-46.7197047,18z
HOSPITAL DE URGENCIA DE SÃO BERNARDO DO CAMPO;-23,7157353;-46,5547533;São Bernardo do Campo;                              None;5009,255998536588;https://www.openstreetmap.org/#map=19/-23.7157353/-46.5547533;https://www.google.com.br/maps/@-23.7157353,-46.5547533,18z
HOSPITAL MUNICIPAL JOSANIAS CASTANHA BRAGA;-23,8232741;-46,7263557;São Paulo;                              101780,58910762743;15603,396308587857;https://www.openstreetmap.org/#map=19/-23.8232741/-46.7263557;https://www.google.com.br/maps/@-23.8232741,-46.7263557,18z
HOSPITAL MUNICIPAL FERNANDO MAURO PIRES DA ROCHA;-23,6485923;-46,7489713;São Paulo;                              14922,799029633248;8180,0003955293105;https://www.openstreetmap.org/#map=19/-23.6485923/-46.7489713;https://www.google.com.br/maps/@-23.6485923,-46.7489713,18z
HOSPITAL UNIVERST DA UFSCAR PROF DR HORACIO C PANEPUCCI;-21,9920736;-47,8871436;São Carlos;                              37045,9563659664;15420,07612923922;https://www.openstreetmap.org/#map=19/-21.9920736/-47.8871436;https://www.google.com.br/maps/@-21.9920736,-47.8871436,18z
HOSP DO SERV PUB MUNICIPAL HSPM;-23,5671603;-46,6390803;São Paulo;                              17114,519435936378;5459,567712527083;https://www.openstreetmap.org/#map=19/-23.5671603/-46.6390803;https://www.google.com.br/maps/@-23.5671603,-46.6390803,18z
HOSPITAL MUNICIPAL VER JOSE STOROPOLLI;-23,5222301;-46,5633428;São Paulo;                              24373,596927397644;8758,581390439831;https://www.openstreetmap.org/#map=19/-23.5222301/-46.5633428;https://www.google.com.br/maps/@-23.5222301,-46.5633428,18z
HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI;-22,741778;-47,3086022;Americana;                              10917,792413675315;10917,792413675315;https://www.openstreetmap.org/#map=19/-22.741778/-47.3086022;https://www.google.com.br/maps/@-22.741778,-47.3086022,18z
UNIDADE MISTA E MATERNIDADE CENTRAL;-23,6488782;-46,8474597;Embu das Artes;                              1731,8481403147748;1731,8481403147748;https://www.openstreetmap.org/#map=19/-23.6488782/-46.8474597;https://www.google.com.br/maps/@-23.6488782,-46.8474597,18z
HOSPITAL MUNICIPAL DR JOSE DE CARVALHO FLORENCE;-23,1803902;-45,8539669;São José dos Campos;                              5980,979878113765;5980,979878113765;https://www.openstreetmap.org/#map=19/-23.1803902/-45.8539669;https://www.google.com.br/maps/@-23.1803902,-45.8539669,18z
HOSPITAL DAS CLINICAS DE BAURU HCB;-22,3332858;-49,058376;Bauru;                              137081,91747609698;33965,18580337604;https://www.openstreetmap.org/#map=19/-22.3332858/-49.058376;https://www.google.com.br/maps/@-22.3332858,-49.058376,18z
HOSPITAL REGIONAL DE ASSIS;-22,6601936;-50,4101121;Assis;                              3125,633781914881;3125,633781914881;https://www.openstreetmap.org/#map=19/-22.6601936/-50.4101121;https://www.google.com.br/maps/@-22.6601936,-50.4101121,18z
HOSPITAL MUNICIPAL WALTER FERRARI;-22,7026202;-46,9953435;Jaguariúna;                              10619,071447045468;4901,926076153358;https://www.openstreetmap.org/#map=19/-22.7026202/-46.9953435;https://www.google.com.br/maps/@-22.7026202,-46.9953435,18z
CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO;-23,4840344;-46,6309028;São Paulo;                              85807,25178454784;16464,493345049428;https://www.openstreetmap.org/#map=19/-23.4840344/-46.6309028;https://www.google.com.br/maps/@-23.4840344,-46.6309028,18z
HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;-23,5519615;-46,5851953;São Paulo;                              12160,89882877496;7603,950082030239;https://www.openstreetmap.org/#map=19/-23.5519615/-46.5851953;https://www.google.com.br/maps/@-23.5519615,-46.5851953,18z
HOSPITAL NESTOR GOULART REIS AMERICO BRASILIENSE;-21,7401452;-48,1216976;Américo Brasiliense;                              122200,68453588853;14833,543746877498;https://www.openstreetmap.org/#map=19/-21.7401452/-48.1216976;https://www.google.com.br/maps/@-21.7401452,-48.1216976,18z
HOSPITAL MUNICIPAL SANTO ANTONIO;-22,87933786;-46,7878176;Morungaba;                              None;None;https://www.openstreetmap.org/#map=19/-22.87933786/-46.7878176;https://www.google.com.br/maps/@-22.87933786,-46.7878176,18z
HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO;-20,8281507;-49,3976094;São José do Rio Preto;                              11861,875902535223;3707,958015462325;https://www.openstreetmap.org/#map=19/-20.8281507/-49.3976094;https://www.google.com.br/maps/@-20.8281507,-49.3976094,18z
HOSPITAL DAS CLINICAS FAEPA RIBEIRAO PRETO;-21,1623;-47,85281;Ribeirão Preto;                              31802,980704926842;31802,980704926842;https://www.openstreetmap.org/#map=19/-21.1623/-47.85281;https://www.google.com.br/maps/@-21.1623,-47.85281,18z
HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;-23,6533315;-46,6456841;São Paulo;                              6576,664608237591;6576,664608237591;https://www.openstreetmap.org/#map=19/-23.6533315/-46.6456841;https://www.google.com.br/maps/@-23.6533315,-46.6456841,18z
HU HOSPITAL UNIVERSITARIO;-23,56501697;-46,74058472;São Paulo;                              36710,44220420155;6336,126275114637;https://www.openstreetmap.org/#map=19/-23.56501697/-46.74058472;https://www.google.com.br/maps/@-23.56501697,-46.74058472,18z
HOSPITAL REGIONAL DE SOROCABA;-23,5094498;-47,4582552;Sorocaba;                              2615,9609292765795;2615,9609292765795;https://www.openstreetmap.org/#map=19/-23.5094498/-47.4582552;https://www.google.com.br/maps/@-23.5094498,-47.4582552,18z
HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE;-22,1325898;-51,4075387;Presidente Prudente;                              39930,293179848544;10943,772126814254;https://www.openstreetmap.org/#map=19/-22.1325898/-51.4075387;https://www.google.com.br/maps/@-22.1325898,-51.4075387,18z
HOSPITAL REGIONAL DE PIRACICABA;-22,7614269;-47,5837788;Piracicaba;                              81335,55249149699;20005,897595123566;https://www.openstreetmap.org/#map=19/-22.7614269/-47.5837788;https://www.google.com.br/maps/@-22.7614269,-47.5837788,18z
UNIDADE DE RETAGUARDA DE URGENCIA E DIAGNOSTICO DO MELHADO;-21,78588;-48,1595602;Araraquara;                              2416,128116447253;917,5756792539648;https://www.openstreetmap.org/#map=19/-21.78588/-48.1595602;https://www.google.com.br/maps/@-21.78588,-48.1595602,18z
HOSPITAL GERAL DE SAO MATEUS SAO PAULO;-23,5944235;-46,4871575;São Paulo;                              10368,418245760917;2204,4591936850834;https://www.openstreetmap.org/#map=19/-23.5944235/-46.4871575;https://www.google.com.br/maps/@-23.5944235,-46.4871575,18z
SANTA CASA DE ITU;-23,2704814;-47,2952924;Itu;                              19546,385887785258;6717,018541372014;https://www.openstreetmap.org/#map=19/-23.2704814/-47.2952924;https://www.google.com.br/maps/@-23.2704814,-47.2952924,18z
HOSPITAL E MATERNIDADE SAO LUCAS;-23,70571;-46,415479;Ribeirão Pires;                              2422,822277450396;87,21441635417304;https://www.openstreetmap.org/#map=19/-23.70571/-46.415479;https://www.google.com.br/maps/@-23.70571,-46.415479,18z
CENTRO HOSPITALAR DE SANTO ANDRE DR NEWTON DA COSTA BRANDAO;-23,6654448;-46,5275266;Santo André;                              10636,808803617547;1610,2029651177365;https://www.openstreetmap.org/#map=19/-23.6654448/-46.5275266;https://www.google.com.br/maps/@-23.6654448,-46.5275266,18z
INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;-23,5560378;-46,6681363;São Paulo;                              296838,3795251025;72937,86670776877;https://www.openstreetmap.org/#map=19/-23.5560378/-46.6681363;https://www.google.com.br/maps/@-23.5560378,-46.6681363,18z
HOSPITAL DE CLINICAS DR RADAMES NARDINI;-23,6726807;-46,4503833;Mauá;                              5919,4970280916;2991,70672749059;https://www.openstreetmap.org/#map=19/-23.6726807/-46.4503833;https://www.google.com.br/maps/@-23.6726807,-46.4503833,18z
HOSPITAL ANCHIETA;-23,71395618;-46,5445669;São Bernardo do Campo;                              3782,61209389386;None;https://www.openstreetmap.org/#map=19/-23.71395618/-46.5445669;https://www.google.com.br/maps/@-23.71395618,-46.5445669,18z
HOSPITAL MUNICIPAL CAPELA DO SOCORRO;-23,5844809;-46,7388583;São Paulo;                              4570,1191602117515;914,7498025066196;https://www.openstreetmap.org/#map=19/-23.5844809/-46.7388583;https://www.google.com.br/maps/@-23.5844809,-46.7388583,18z
HOSP MUN PROF DR WALDOMIRO DE PAULA;-23,5310929;-46,4445184;São Paulo;                              9927,210924042338;5169,96656366794;https://www.openstreetmap.org/#map=19/-23.5310929/-46.4445184;https://www.google.com.br/maps/@-23.5310929,-46.4445184,18z
HOSPITAL REGIONAL DR VIVALDO MARTINS SIMOES OSASCO;-23,524854;-46,7717743;Osasco;                              10472,14313966298;5955,247352924652;https://www.openstreetmap.org/#map=19/-23.524854/-46.7717743;https://www.google.com.br/maps/@-23.524854,-46.7717743,18z
HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;-23,485263;-46,6951351;São Paulo;                              24951,679777368525;7993,024816744474;https://www.openstreetmap.org/#map=19/-23.485263/-46.6951351;https://www.google.com.br/maps/@-23.485263,-46.6951351,18z
HOSPITAL ESTADUAL BAURU;-22,338597;-49,0280905;Bauru;                              62863,72976505719;9700,73654843585;https://www.openstreetmap.org/#map=19/-22.338597/-49.0280905;https://www.google.com.br/maps/@-22.338597,-49.0280905,18z
HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;-23,535934;-46,588712;São Paulo;                              19956,661177510436;6705,89390695913;https://www.openstreetmap.org/#map=19/-23.535934/-46.588712;https://www.google.com.br/maps/@-23.535934,-46.588712,18z
HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAULO;-23,5929081;-46,5607168;São Paulo;                              18998,444453398955;5386,302417238329;https://www.openstreetmap.org/#map=19/-23.5929081/-46.5607168;https://www.google.com.br/maps/@-23.5929081,-46.5607168,18z
HOSPITAL MUNICIPAL MAT ESC DR MARIO DE MORAES A SILVA;-23,480387;-46,6710109;São Paulo;                              38777,26245280932;9915,01484017526;https://www.openstreetmap.org/#map=19/-23.480387/-46.6710109;https://www.google.com.br/maps/@-23.480387,-46.6710109,18z
HOSPITAL MUNICIPAL BELA VISTA SANTA DULCE DOS POBRES;-23,4765524;-46,6980559;São Paulo;                              19655,08469546851;15400,028355615603;https://www.openstreetmap.org/#map=19/-23.4765524/-46.6980559;https://www.google.com.br/maps/@-23.4765524,-46.6980559,18z
HOSPITAL MUNICIPAL CARMEN PRUDENTE;-23,5971845;-46,4036324;São Paulo;                              27588,57318777987;5946,452456212603;https://www.openstreetmap.org/#map=19/-23.5971845/-46.4036324;https://www.google.com.br/maps/@-23.5971845,-46.4036324,18z
HOSPITAL MUNICIPAL DR ACILIO CARREON GARCIA;-22,780459;-47,2997463;Nova Odessa;                              8000,5551411673105;None;https://www.openstreetmap.org/#map=19/-22.780459/-47.2997463;https://www.google.com.br/maps/@-22.780459,-47.2997463,18z
HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP;-23,6495959;-47,2177168;Ibiúna;                              2804,7873400524572;None;https://www.openstreetmap.org/#map=19/-23.6495959/-47.2177168;https://www.google.com.br/maps/@-23.6495959,-47.2177168,18z
HOSPITAL DAS CLINICAS HCFAMEMA;-22,2270936;-49,9357618;Marília;                              3103,738670999476;None;https://www.openstreetmap.org/#map=19/-22.2270936/-49.9357618;https://www.google.com.br/maps/@-22.2270936,-49.9357618,18z
HOSPITAL MUNICIPAL GILSON DE CASSIA MARQUES DE CARVALHO;-23,6574907;-46,653641;São Paulo;                              7057,246774471977;None;https://www.openstreetmap.org/#map=19/-23.6574907/-46.653641;https://www.google.com.br/maps/@-23.6574907,-46.653641,18z
HOSPITAL MUNICIPAL DOMINGO MARCOLINO BRAILE FUNFARME;-20,79005952;-49,41341393;São José do Rio Preto;                              20699,626924076896;None;https://www.openstreetmap.org/#map=19/-20.79005952/-49.41341393;https://www.google.com.br/maps/@-20.79005952,-49.41341393,18z
HOSPITAL MUNICIPAL SOROCABANA;-23,5242624;-46,7014101;São Paulo;                              13654,441419026374;3666,8601053487682;https://www.openstreetmap.org/#map=19/-23.5242624/-46.7014101;https://www.google.com.br/maps/@-23.5242624,-46.7014101,18z
HOSPITAL GUILHERME ALVARO SANTOS;-23,963225;-46,319539;Santos;                              39808,94577169474;None;https://www.openstreetmap.org/#map=19/-23.963225/-46.319539;https://www.google.com.br/maps/@-23.963225,-46.319539,18z
HOSPITAL DAS CLINICAS LUZIA DE PINHO MELO MOGI DAS CRUZES;-23,5105593;-46,1947095;Mogi das Cruzes;                              8511,132995478783;None;https://www.openstreetmap.org/#map=19/-23.5105593/-46.1947095;https://www.google.com.br/maps/@-23.5105593,-46.1947095,18z
HOSPITAL MUNICIPAL DE QUELUZ;-22,5385257;-44,7728791;não encontrada;                              3464,484994911224;None;https://www.openstreetmap.org/#map=19/-22.5385257/-44.7728791;https://www.google.com.br/maps/@-22.5385257,-44.7728791,18z
HOSPITAL ESTADUAL DE CAIEIRAS;-23,3666969;-46,7504909;Caieiras;                              740,3779722795923;None;https://www.openstreetmap.org/#map=19/-23.3666969/-46.7504909;https://www.google.com.br/maps/@-23.3666969,-46.7504909,18z
HOSPITAL REGIONAL DE JUNDIAI;-23,1824286;-46,8899581;Jundiaí;                              2954,457744225367;None;https://www.openstreetmap.org/#map=19/-23.1824286/-46.8899581;https://www.google.com.br/maps/@-23.1824286,-46.8899581,18z
HOSP MUN DR IGNACIO PROENCA DE GOUVEA;-23,5719286;-46,5902981;São Paulo;                              3943,3879585747004;1574,831606203465;https://www.openstreetmap.org/#map=19/-23.5719286/-46.5902981;https://www.google.com.br/maps/@-23.5719286,-46.5902981,18z
HOSPITAL REGIONAL DO VALE DO PARAIBA;-23,0293743;-45,5668312;Taubaté;                              9935,828881631525;None;https://www.openstreetmap.org/#map=19/-23.0293743/-45.5668312;https://www.google.com.br/maps/@-23.0293743,-45.5668312,18z
CAIS CLEMENTE FERREIRA DE LINS;-21,6366247;-49,7737651;Guaiçara;                              268125,51041133486;None;https://www.openstreetmap.org/#map=19/-21.6366247/-49.7737651;https://www.google.com.br/maps/@-21.6366247,-49.7737651,18z
HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;-23,4995673;-46,4725333;São Paulo;                              28788,122656777294;9303,348110610188;https://www.openstreetmap.org/#map=19/-23.4995673/-46.4725333;https://www.google.com.br/maps/@-23.4995673,-46.4725333,18z
HOSP MUN INFANTIL MENINO JESUS;-23,5602284;-46,6473812;São Paulo;                              3101,5346358287175;2014,3423497357257;https://www.openstreetmap.org/#map=19/-23.5602284/-46.6473812;https://www.google.com.br/maps/@-23.5602284,-46.6473812,18z
HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;-23,6111145;-46,4928113;São Paulo;                              12460,179911441048;3689,4608889249007;https://www.openstreetmap.org/#map=19/-23.6111145/-46.4928113;https://www.google.com.br/maps/@-23.6111145,-46.4928113,18z
HOSPITAL MUNICIPAL DE BEBEDOURO JULIA PINTO CALDEIRA;-20,9346763;-48,496481;Bebedouro;                              44322,848204768954;None;https://www.openstreetmap.org/#map=19/-20.9346763/-48.496481;https://www.google.com.br/maps/@-20.9346763,-48.496481,18z
HOSPITAL DE CLINICAS SUL;-23,2378264;-45,9089279;São José dos Campos;                              874,939823460637;None;https://www.openstreetmap.org/#map=19/-23.2378264/-45.9089279;https://www.google.com.br/maps/@-23.2378264,-45.9089279,18z
HOSPITAL MUNICIPAL DR MARIO GATTI CAMPINAS;-22,9161093;-47,0685528;Campinas;                              12399,882982805877;None;https://www.openstreetmap.org/#map=19/-22.9161093/-47.0685528;https://www.google.com.br/maps/@-22.9161093,-47.0685528,18z
HOSPITAL GERAL DE ITAPEVI;-23,5377675;-46,942674;Itapevi;                              3485,005285061912;None;https://www.openstreetmap.org/#map=19/-23.5377675/-46.942674;https://www.google.com.br/maps/@-23.5377675,-46.942674,18z
COMPLEXO MUNICIPAL DE SAUDE;-22,7431278;-45,6249349;Campos do Jordão;                              54056,40368577044;None;https://www.openstreetmap.org/#map=19/-22.7431278/-45.6249349;https://www.google.com.br/maps/@-22.7431278,-45.6249349,18z
HOSPITAL GERAL DE PEDREIRA;-23,6811512;-46,6764103;São Paulo;                              49998,66560944302;None;https://www.openstreetmap.org/#map=19/-23.6811512/-46.6764103;https://www.google.com.br/maps/@-23.6811512,-46.6764103,18z
COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS;-23,4650605;-46,5504633;Guarulhos;                              52277,61701876752;None;https://www.openstreetmap.org/#map=19/-23.4650605/-46.5504633;https://www.google.com.br/maps/@-23.4650605,-46.5504633,18z
HOSPITAL DR OSIRIS FLORINDO COELHO FERRAZ DE VASCONCELOS;-23,5381846;-46,3585281;Ferraz de Vasconcelos;                              7058,851006553516;None;https://www.openstreetmap.org/#map=19/-23.5381846/-46.3585281;https://www.google.com.br/maps/@-23.5381846,-46.3585281,18z
HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO;-23,2840205;-46,746945;Francisco Morato;                              7756,529729365478;None;https://www.openstreetmap.org/#map=19/-23.2840205/-46.746945;https://www.google.com.br/maps/@-23.2840205,-46.746945,18z
HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO;-23,4496563;-46,4951351;Guarulhos;                              10008,339029804203;None;https://www.openstreetmap.org/#map=19/-23.4496563/-46.4951351;https://www.google.com.br/maps/@-23.4496563,-46.4951351,18z
